序号,上级评论ID,评论ID,用户ID,用户名,用户等级,性别,评论内容,评论时间,回复数,点赞数,个性签名,IP属地,是否是大会员,头像
100,,275233539761,405012568,"不够资格szw",6,保密,"刚买的3s.天塌了",2025-09-21 03:12:59,1,0,"",辽宁,是,http://i1.hdslb.com/bfs/face/df11e6a3e87a4e86af39f03cc8116db4639b5220.jpg
101,275233539761,276952018352,404693724,"Summer_xQ",6,保密,"7天无理由退货",2025-09-23 23:17:03,0,0,"",贵州,是,https://i0.hdslb.com/bfs/face/bbf5cfd9f7776c02aada0653c8e97387c7cb10a5.jpg
102,,275219268321,3546663136266753,"DOITstay",5,保密,"想大学记录生活和偶尔旅游自拍goUltra和poket选哪个",2025-09-20 23:19:34,0,0,"Be the best",江苏,否,https://i0.hdslb.com/bfs/face/3b77d5bee40fe52a260f898782fc101d137430db.jpg
103,,276612352784,20906700,"nexus8199",6,保密,"你的建议是对的，应该这一代叫PRO版，然后下一代改进这些缺点以后再叫ultra",2025-09-20 16:16:11,0,0,"",安徽,是,https://i0.hdslb.com/bfs/face/bae8a3800b4580eeb4f47fd4ba1b0392a7eb0118.jpg
104,,276488056032,24976110,"落落夕阳",5,男,"4k续航和夜景怎么样[辣眼睛]",2025-09-19 11:21:12,0,0,"",江苏,是,http://i0.hdslb.com/bfs/face/41d4720ca2d506db59e44d8294e6c3f845b1b3b8.jpg
105,,275052578625,520760973,"南京Jerme",5,男,"[星星眼][星星眼][星星眼]",2025-09-19 08:26:47,0,0,"",江苏,否,https://i0.hdslb.com/bfs/face/095250bf7428b41cdd827dd28e808a8f2e62496f.jpg
106,,276450225216,1990494618,"梦里找你-",3,保密,"1",2025-09-18 22:10:50,0,0,"",中国香港,否,https://i0.hdslb.com/bfs/face/d5ddd60ed0ca9fece8930eb2222249af934ac8e3.jpg
107,,276429019904,7298621,"资浅的摸鱼学徒",6,保密,"太好了今后有更高清的视频可以看了，最好再做小点",2025-09-18 18:14:08,0,0,"上船不思岸上人，下船不提船上事。旧人无需知近况，新人不必问过往。",上海,否,https://i2.hdslb.com/bfs/face/347a088f05bfb6b425627fcc995a5f3b6c42004f.jpg
108,,274986633985,1370456888,"还钱啊兄弟",5,保密,"牛逼啊",2025-09-18 12:44:19,0,0,"",广东,是,https://i2.hdslb.com/bfs/face/34d3ba5c60a6aa5e2972e7ca400cb09f670c12a9.jpg
109,,274982553937,3546645677476087,"俺也一样07",5,保密,"来看看",2025-09-18 11:57:34,0,0,"",广东,是,https://i1.hdslb.com/bfs/face/4ce1dc7ccc81630c348c93bd4c8acc75b4f5be33.jpg
110,,274923197729,22615671,"救命呀有猫",6,保密,"朋友们这个可以挂猫脖子上拍视频吗",2025-09-17 17:48:16,3,0,"",江苏,是,https://i0.hdslb.com/bfs/face/4f56c1ed38295891f22c2bbe46fc2acb548ba601.jpg
111,274923197729,274946219537,191357551,"荷味口香糖",6,保密,"可以，有刷到",2025-09-17 22:20:30,0,0,"",宁夏,是,http://i1.hdslb.com/bfs/face/93254249620fde3ab36eec9e797fce329a2e476e.jpg
112,274923197729,276417042960,3546944771197427,"Ai渡Ying",3,女,"你得转门配一根磁吸挂绳，原配的挂绳会晃动",2025-09-18 15:20:04,0,0,"Ai风云已起，阁下早做决断｜让我们一起见・所未见
感恩所有支持者！",福建,否,https://i2.hdslb.com/bfs/face/e47df612967cbdccb8d152c0e2bdc42a154d0e1c.jpg
113,276417042960,275084406145,22615671,"救命呀有猫",6,保密,"回复 @苍穹战姬 :好的，谢谢",2025-09-19 16:21:00,0,0,"",江苏,是,https://i0.hdslb.com/bfs/face/4f56c1ed38295891f22c2bbe46fc2acb548ba601.jpg
114,,274607301569,3546871668673473,"摆烂的噬菌体",3,女,"如果说忘记开始录制了呢[doge_金箍]",2025-09-14 09:46:27,0,0,"“我们活着是为了什么？” “去码头整点薯条”",广东,否,https://i0.hdslb.com/bfs/face/729ff4a7e941eb2a29442a85ba866dd323bba154.jpg
115,,274573715761,194474073,"chess尘香",6,男,"拍毕设的能用这个或者action5pro吗？想比于用手机相机的话，本人华为mate40pro求指教。",2025-09-13 22:22:41,2,0,"再冷的男神，直肠也是暖的",海南,是,https://i0.hdslb.com/bfs/face/707e93392c06f807428379213a5ffd4510997715.jpg
116,274573715761,274721353169,2643497,"I_am_Real",6,男,"肯定用手机拍，手机有多摄，可以实现不同焦段",2025-09-15 13:10:33,0,1,"热爱我们亲爱的祖国",广东,是,https://i2.hdslb.com/bfs/face/e66911341f06926d37f99923eb4cf527a515ebee.jpg
117,274721353169,274722903297,194474073,"chess尘香",6,男,"回复 @无聊盆景 :谢谢",2025-09-15 13:28:08,0,0,"再冷的男神，直肠也是暖的",海南,是,https://i0.hdslb.com/bfs/face/707e93392c06f807428379213a5ffd4510997715.jpg
118,,274565455697,1397684,"vrykol",6,保密,"insta360有个问题，每个产品都有些所谓的独到设计造成配件浪费。比如这个go ultra的磁吸卡扣不是标准的也不跟3S通用，造成我所有的快拆都不能用在这个机器上。",2025-09-13 21:03:18,0,0,"",捷克,是,http://i0.hdslb.com/bfs/face/member/noface.jpg
119,,274537470769,486418099,"好人好事红领巾",6,保密,"这家公司你不会入股了吧",2025-09-13 16:15:10,0,0,"",广东,否,https://i1.hdslb.com/bfs/face/183bb8f9f0658ee79ae695a175f83f2d9adb2fcc.jpg
120,,275921821296,2522112,"酸奶小魚干",6,男,"等下，GoUltra，粤语音译不就是，去拗柴？米喈系扑街？[喜极而泣][喜极而泣]",2025-09-13 14:22:16,0,0,"目前是花样作死的UP主",广东,是,https://i0.hdslb.com/bfs/face/9fe73f7f41f19ca4366ba8526edfdb08ddd10ae9.jpg
121,,275920382400,496423249,"日光漫步巷",5,男,"我说一个tim本身知道，但是他根本没说的，就是go ultra比go3锐化拉的更高，对比是显得更锐，实际上不是，tim排斥锐化但是没说出了",2025-09-13 14:05:33,0,1,"车模型 相机爱好者，喜欢纯音乐 喜欢收集收藏",湖南,否,https://i1.hdslb.com/bfs/face/f53c13ac224be7c0aefba7c2b98a31ec75b9c682.jpg
122,,275810828128,94499130,"齐泽克Official",6,男,"当年一加也是跳过一加4",2025-09-12 12:57:12,0,0,"来查我什么成分了?",江苏,否,https://i0.hdslb.com/bfs/face/cc3a2894897ff3d53d724864dfab6d5b3551d8bc.jpg
123,,275583621344,31103716,"铁板孵小鸡",6,保密,"能在Go 3s的形状上升级就好了，小小的方便",2025-09-09 23:20:02,0,1,"这个人确实很神秘，什么都不想写。",上海,否,https://i1.hdslb.com/bfs/face/ce7f721b4fab89acc6c59ab7f5c1abe731a9b3be.jpg
124,,274126033713,2108515763,"林可可林-新书存稿版",5,保密,"01:53",2025-09-09 02:52:20,0,1,"立志改变中漫影的小小作家~
作品《适可而止》《心动谎言》《重返之轮》
2026·春《恋谜心案》
小故事《雨亭》《未曾告白》",福建,否,https://i2.hdslb.com/bfs/face/dd4d01d4693de5a75ed9c8fc7a1309b904c03cce.jpg
125,,274125954449,2108515763,"林可可林-新书存稿版",5,保密,"说点大家不知道的，京东两三千哦",2025-09-09 02:51:51,0,2,"立志改变中漫影的小小作家~
作品《适可而止》《心动谎言》《重返之轮》
2026·春《恋谜心案》
小故事《雨亭》《未曾告白》",福建,否,https://i2.hdslb.com/bfs/face/dd4d01d4693de5a75ed9c8fc7a1309b904c03cce.jpg
126,,274057536177,35009199,"数码原力",6,男,"我觉得insta360最不地道的地方在于在任何2款产品的身上都没有办法配件通用，这个太离谱了，这次的goultra甚至把蚊子视角和帽檐视角和头带视角做了3款配件，之前go3s只有1款的，真的抽象",2025-09-08 11:27:53,0,0,"用户优先，体验为王。全品类数码评测频道。｜合作请私信。",江苏,是,https://i0.hdslb.com/bfs/face/9ad6832ecf9bdfa4f88ecca092f3c6c2ddc4ad35.jpg
127,,274057429633,35009199,"数码原力",6,男,"我觉得insta360最不地道的地方在于在任何2款产品的身上都没有办法配件通用，这个太离谱了，这次的goultra甚至把蚊子视角和帽檐视角和头带视角做了3款配件，之前go3s只有1款的，真的抽象",2025-09-08 11:27:53,0,5,"用户优先，体验为王。全品类数码评测频道。｜合作请私信。",江苏,是,https://i0.hdslb.com/bfs/face/9ad6832ecf9bdfa4f88ecca092f3c6c2ddc4ad35.jpg
128,,275411076208,384192833,"思琴mk2",6,保密,"一直没买3S 觉得等下一代应该可以做的更小的  结果等来坨更大的= =",2025-09-08 02:35:01,0,2,"",山东,是,http://i0.hdslb.com/bfs/face/member/noface.jpg
129,,273904995553,16843858,"amanda0522",6,保密,"一个评测视频愣是看了5遍还想看，只有tim的作品总是这么打动我了",2025-09-06 19:44:43,0,0,"",北京,是,http://i0.hdslb.com/bfs/face/member/noface.jpg
130,,273876163025,6125269,"普普和通通",6,保密,"这个搭配pocket或者手机视角简直就是完美啊",2025-09-06 14:25:59,0,0,"脑残远离谢谢，别不长眼",河南,否,https://i1.hdslb.com/bfs/face/fb07b591dd7b9ee0eab1dc525cee02a298fbb37c.jpg
131,,275149303200,406038849,"艾艾小小皮皮",6,男,"我发现影石真是有病，go3比go ultra机身小，前者磁吸转接的接口反而比后者宽，有必要这么做吗？真就是硬开一个模，硬提升用户的适配难度呗[辣眼睛]",2025-09-05 17:01:22,2,4,"三国杀OL（已退）&守望先锋资深菜鸟玩家",河南,否,https://i0.hdslb.com/bfs/face/f032045a169093ed523cd32ba94d8bb769bf134f.jpg
132,275149303200,275149540176,406038849,"艾艾小小皮皮",6,男,"go3/3s那么多的第三方配件，用户都得重新去选配[辣眼睛]",2025-09-05 17:04:05,0,0,"三国杀OL（已退）&守望先锋资深菜鸟玩家",河南,否,https://i0.hdslb.com/bfs/face/f032045a169093ed523cd32ba94d8bb769bf134f.jpg
133,275149303200,275744279728,192020605,"路白烂",6,保密,"体验下来好用吗",2025-09-11 19:16:10,0,0,"听赛博真经，度电子妖精",上海,是,https://i1.hdslb.com/bfs/face/50c55778c3202436af37084c872839a0062c07b5.jpg
134,,275007388352,35388332,"OMysaa",6,保密,"1.0.2当前最新固件，CTOC，go ultra会无限重启[笑哭]",2025-09-04 00:28:30,0,2,"凡事过往 皆为序章",四川,是,https://i2.hdslb.com/bfs/face/9f1606afe94c2f9c5c736f108074d970867f4d27.jpg
135,,274981780512,295391003,"唠Li儿",6,男,"早知道影石迭代这么快就不那么早买了[笑哭][笑哭][笑哭]",2025-09-03 19:29:34,1,1,"周一到周五随机更新攒劲影视剪辑，周六周日固定更新爱情公寓抄袭盘点",广东,是,https://i2.hdslb.com/bfs/face/7a9820f06bd11e70e0e45e3bdeee07991b3b48b4.jpg
136,274981780512,273874876001,470768551,"中国北方人",5,保密,"你早买是对的，这个运动相机的画质真的不行。",2025-09-06 14:12:06,0,0,"",广东,否,https://i1.hdslb.com/bfs/face/eb6c52273eb31ff2ccd3ee95f91a79da8d5973eb.jpg
137,,273627065745,108537187,"ED1FireCLeaR7",6,保密,"无限进步！",2025-09-03 19:09:52,0,0,"なな",江苏,是,https://i1.hdslb.com/bfs/face/d64511bf4b9fef2508bcf3b4354eaafbf76e9a9a.jpg
138,,274973356288,515273807,"二9C",6,保密,"@丨遥彼方丨",2025-09-03 17:56:08,0,1,"1",浙江,是,https://i2.hdslb.com/bfs/face/7290352057896c4c9b5082ddd62748a789840d98.jpg
139,,273595949041,3546955812702958,"特立独行的玩票G",3,保密,"作为这系列租过1，买过2，3，3S的老用户这代U的先观望一下[坂本_佛系]建议买这机子最好还是带个年换和屏幕膜，镜头套",2025-09-03 11:51:00,0,3,"爱玩AI/VR/NAS/3D打印/智能家居的科技应用，想做个不开播也可以涨粉的主包",广西,否,https://i1.hdslb.com/bfs/face/1cb02e782a4c499c72e37d0fcdf89cd07fcc70e8.jpg
140,,273482476769,45348572,"空心无梦丶",6,男,"你们换编导了吗，还是编导一直在省事套模板，补这么多尬死的镜头[笑哭]",2025-09-01 23:43:27,0,0,"111",河南,是,http://i2.hdslb.com/bfs/face/851c226ea44843df7ea38182f88d18bf13a4b00f.jpg
141,,273453295505,2312485,"dadalin96",5,男,"ACEPRO2和这款GOUltra推荐哪款啊 打算滑雪还有出去旅游的时候用用，感觉Ultra这个可以磁吸好像很适合滑雪",2025-09-01 18:18:28,0,0,"",浙江,否,https://i1.hdslb.com/bfs/face/056516e0bd08499e2899f870b3b7a7baeb9002a9.jpg
142,,273363261409,522487893,"Alan旅行摄",5,保密,"本来已经下单了京东2998的人气套因为基础款没货（套路），看了这个视频之后，感觉TIM 最后在点我们，我还是等等吧！！！",2025-08-31 18:05:52,0,0,"",马来西亚,否,http://i0.hdslb.com/bfs/face/c359ab5f662ec4d2d2a5918d6b1d6c0b254f9867.jpg
143,,274669269632,1207416132,"弹耳机",5,保密,"所有方面都符合需求，谁告诉下，骑车过坑，磁吸容易掉吗？",2025-08-31 11:58:27,0,0,"以利交者利尽而交疏 以势交者势倾而交绝",四川,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
144,,273325850321,89659953,"-只送大脑-",6,保密,"360之前不是做杀毒软件的吗[笑哭]啥时候做相机了？？",2025-08-31 11:16:35,1,1,"",贵州,是,https://i0.hdslb.com/bfs/face/de015687192953079a282d106de95a5863b0b4a1.jpg
145,273325850321,274714241328,3493094708218732,"好爱写作业",5,保密,"你说的是“360安全卫士”，这相机是“影石360”",2025-08-31 19:46:44,0,0,"",广西,否,https://i1.hdslb.com/bfs/face/5fd7c089a4ec35b0c655c7ebd2e02000627d9294.jpg
146,,274658060192,66625236,"仿生小叶",6,保密,"感觉挺一般，没有什么特别值得买的点",2025-08-31 10:00:40,0,1,"转身跳进西湖",上海,是,https://i0.hdslb.com/bfs/face/e42023ce32a0e75257c26e2ea1f2ab82b7e6d77a.jpg
147,,274635948800,90548142,"面条菌丶",6,男,"--",2025-08-31 01:02:26,0,0,"•᷄ࡇ•᷅ ",浙江,是,https://i0.hdslb.com/bfs/face/8d1a14af376e4fd25d02e3da524e7a043c5277d9.jpg
148,,274606057264,2051384527,"三世烟火一时迷离",3,保密,"GO NEW 够牛[fkey收藏集-小道士药指_墨镜]",2025-08-30 20:21:38,0,0,"看什么看 一刀砍了你的?",陕西,否,https://i1.hdslb.com/bfs/face/54aad6e592054ad4a964750e1c8c88347b2ccebb.jpg
149,,273257348193,3546583245261655,"紫金山蹦迪",4,保密,"谁能给这玩意做一个带线材的接口，把电池仓充电触点和控制芯片取出来连接充电线，由充电宝直接供电",2025-08-30 18:36:45,0,0,"",内蒙古,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
150,,274556238336,19455301,"MartinW111",6,男,"骑行用户表示等go 5喽，变大变重就没优势了[喜极而泣]",2025-08-30 12:27:09,0,0,"Bike rider",北京,是,https://i1.hdslb.com/bfs/face/79dcd432a6788656b623ee5e95947f57b9637f29.jpg
151,,273143812641,3493124041083286,"bili_3493124041083286",4,男,"影石的创始人是我们学校的",2025-08-29 19:14:34,2,3,"",广东,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
152,273143812641,275920829312,496423249,"日光漫步巷",5,男,"真的吗",2025-09-13 14:09:56,0,0,"车模型 相机爱好者，喜欢纯音乐 喜欢收集收藏",湖南,否,https://i1.hdslb.com/bfs/face/f53c13ac224be7c0aefba7c2b98a31ec75b9c682.jpg
153,275920829312,274530357777,3493124041083286,"bili_3493124041083286",4,男,"回复 @日光漫步巷 :真的",2025-09-13 14:45:06,0,0,"",广东,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
154,,274463093744,50328347,"大肉兔子跑得快",5,保密,"请教一下，大家都用什么充电器充电？我用的华为快充充不上电[捂脸]",2025-08-29 17:32:01,2,0,"",北京,是,http://i2.hdslb.com/bfs/face/e085eb9c8b2e0a6cb56abd89958d503fa2a744c3.jpg
155,274463093744,274605794432,3546756952361424,"加号连上网",4,保密,"用拓展仓",2025-08-30 20:18:50,0,0,"一个爱玩使命的初中生，爱打喷",广东,是,https://i0.hdslb.com/bfs/face/a604ed5b9a8da59c7c6e563cb5ea829aa6c4432d.jpg
156,274463093744,279621503409,33320789,"涩苦咖啡豆",5,男,"家里有多余的苹果原厂充电器，完美适配",2025-11-03 22:32:46,0,0,"",辽宁,否,https://i2.hdslb.com/bfs/face/13d5e2f4527cd84411a6250e5a2535f618c79fb5.jpg
157,,273090544433,389364757,"aaronhuang110",6,保密,"等下再过两代可以拍摄8K/60P，且单机续航能力超过2小时之后再买吧。",2025-08-29 11:02:08,0,0,"",广西,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
158,,274390526288,1088841321,"-无菌鱼-yyyyyi-",4,女,"好纠结poket3、go ultra、还是等pocket4三选一选哪个好😩本人追求完美在意清晰度和画质，但感觉pocket3太脆皮了点，又有些性能我感觉有点过时了[蹲蹲]",2025-08-29 01:01:01,5,14,"哦
",广东,否,https://i0.hdslb.com/bfs/face/8574e4314b134e58a4877f71bf6bf060dc3c7c1c.jpg
159,274390526288,273232339377,3546594328709954,"因为万游引力",4,保密,"点了",2025-08-30 14:14:17,0,0,"",广东,否,https://i2.hdslb.com/bfs/face/07f218984304dc209f02ab746883b72ab94e6b79.jpg
160,274390526288,273516917857,5780561,"筱渊",6,保密,"在意画质等p4",2025-09-02 12:53:34,0,0,"这个人机智死了，什么都没写",北京,是,https://i2.hdslb.com/bfs/face/563da1e098fb84ac349406696c7a43de501ea3fc.jpg
161,274390526288,273538805393,778691,"默言、",6,男,"其实视频说的很清楚了，你喜欢尝试各种有趣的视角和风格来拍摄这个足够了，如果你就是传统手持在意清晰度和画质就等p4",2025-09-02 18:13:42,0,1,"笨蛋",上海,是,http://i2.hdslb.com/bfs/face/9727469817543302d9be8eeb3eb327a6ac86616b.jpg
162,274390526288,273876558785,6125269,"普普和通通",6,保密,"我觉得如果是轻创作或者新手那你买goultra加手机就够了，再等pocket4出来看看，而且这些在🐟上面都可以租，可以先体验下看看啊",2025-09-06 14:32:06,0,0,"脑残远离谢谢，别不长眼",河南,否,https://i1.hdslb.com/bfs/face/fb07b591dd7b9ee0eab1dc525cee02a298fbb37c.jpg
163,274390526288,277255666832,316456019,"stevesujr1",5,保密,"這幾台我都有 選go ultra沒錯",2025-09-27 03:23:43,0,0,"大白只應天上有",中国台湾,否,http://i2.hdslb.com/bfs/face/bc2ce6b9f5d59e86da1cdfccec86b6e7c015ead4.jpg
164,,274384375792,301347607,"小红没有薯",6,男,"头一次玩b战，这人说话能信吗大家告诉我",2025-08-28 23:53:19,0,1,"",福建,是,https://i1.hdslb.com/bfs/face/c1f55d9ae0a49287f2da3b4b76385940e1167718.jpg
165,,273044973313,43719559,"我叫天线一号",6,男,"我有一计，叫 go out！",2025-08-28 22:16:12,0,0,"爱我所爱，做我所想，行我之路，唱我之歌。",江西,是,http://i1.hdslb.com/bfs/face/ed025d276af49ea5d658f070eec6427632a457ee.jpg
166,,273025758641,225279778,"懵懂少年时",4,男,"命名确实挺奇怪的，可以叫go3 ultra，go3s的迭代叫go3 pro，明明是同代产品，不知道的以为是新系列呢，这样命名就可以组成双子星产品线，一个主打便携，一个主打画质",2025-08-28 19:29:49,0,0,"",重庆,否,https://i1.hdslb.com/bfs/face/3a2fcfd1c4b003c09ed7dcffb307c346758a8616.jpg
167,,273009585441,3493118609459974,"王晟坤",4,男,"京东上面怎么全没货",2025-08-28 17:07:43,1,0,"野生的12后初中生一枚呀  商务+V：wangshengkun2012",山西,否,https://i1.hdslb.com/bfs/face/ee88728947430b472f6a6a4e481924f1c170406a.jpg
168,273009585441,273808498305,114135962,"寻找我的塞尔达",6,保密,"饥饿营销，黄牛一堆",2025-09-05 20:34:01,0,0,"守护最好的bilibili",江苏,是,https://i2.hdslb.com/bfs/face/ad3bd9e4d3e5596a93d0a4f1744f0d7b90f5c96e.jpg
169,,274318919760,309248549,"丶凌霜丶",6,男,"兄弟们我有一件事整不明白，影石的gou和x5的区别是什么？有什么不一样的呢？",2025-08-28 14:11:56,1,2,"伟大的祖国万岁！伟大的中国人民万岁！",黑龙江,否,https://i2.hdslb.com/bfs/face/1b90ec0d9f4da28def43cb9472309b2fc8213a3e.jpg
